Quantidade;Data;Hora;Pergunta;Categoria;Departamento
1;09-12-2016;16:00:00;Quais são as formas de pagamento?;PAGAMENTO;DTe-Service
1;09-12-2016;17:00:00;Qual é o prazo de entrega?;ENTREGA;DTe-Service
2;09-12-2016;17:00:00;Como acompanhar meu pedido?;MEUS PEDIDOS;DTe-Service
1;09-12-2016;22:00:00;Como devo preparar o produto para devolução?;TROCA FÁCIL;DTe-Service
1;09-12-2016;22:00:00;Solicitei uma troca. Em quanto tempo receberei meu produto?;TROCA FÁCIL;DTe-Service
1;09-12-2016;22:00:00;Qual o prazo para que eu solicite a troca/devolução?;TROCA FÁCIL;DTe-Service
1;09-12-2016;22:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;10-12-2016;04:00:00;Qual é o prazo de entrega?;ENTREGA;DTe-Service
1;10-12-2016;04:00:00;Qual o valor do frete?;ENTREGA;DTe-Service
2;10-12-2016;08:00:00;O que fazer se o produto adquirido apresentar algum defeito de fabricação?;TROCA FÁCIL;DTe-Service
4;10-12-2016;08:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;10-12-2016;10:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;10-12-2016;11:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;10-12-2016;12:00:00;Como devo preparar o produto para devolução?;TROCA FÁCIL;DTe-Service
3;10-12-2016;12:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
2;10-12-2016;12:00:00;Tenho um zíper com defeito de fabricação. Como é feita a troca?;TROCA FÁCIL;DTe-Service
1;10-12-2016;15:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;10-12-2016;16:00:00;Qual o valor do frete?;ENTREGA;DTe-Service
1;10-12-2016;16:00:00;Quais são as formas de pagamento?;PAGAMENTO;DTe-Service
1;10-12-2016;21:00:00;Qual é o prazo de entrega?;ENTREGA;DTe-Service
1;10-12-2016;23:00:00;Como utilizar o voucher?;PAGAMENTO;DTe-Service
1;10-12-2016;23:00:00;Quais são as formas de pagamento?;PAGAMENTO;DTe-Service
1;11-12-2016;10:00:00;Solicitei uma troca. Em quanto tempo receberei meu produto?;TROCA FÁCIL;DTe-Service
1;11-12-2016;10:00:00;Solicitei uma devolução. Em quanto tempo serei reembolsado?;TROCA FÁCIL;DTe-Service
1;11-12-2016;10:00:00;Posso trocar meu brinde?;TROCA FÁCIL;DTe-Service
1;11-12-2016;10:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;11-12-2016;12:00:00;Solicitei uma troca. Em quanto tempo receberei meu produto?;TROCA FÁCIL;DTe-Service
1;11-12-2016;16:00:00;Qual o valor do frete?;ENTREGA;DTe-Service
1;11-12-2016;17:00:00;Como saber das promoções e descontos?;CADASTRO;DTe-Service
1;11-12-2016;18:00:00;Como devo preparar o produto para devolução?;TROCA FÁCIL;DTe-Service
1;11-12-2016;18:00:00;Solicitei uma devolução. Em quanto tempo serei reembolsado?;TROCA FÁCIL;DTe-Service
1;11-12-2016;18:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;11-12-2016;19:00:00;Qual é o prazo de entrega?;ENTREGA;DTe-Service
1;11-12-2016;19:00:00;Como devo preparar o produto para devolução?;TROCA FÁCIL;DTe-Service
1;11-12-2016;19:00:00;Qual o prazo para que eu solicite a troca/devolução?;TROCA FÁCIL;DTe-Service
1;11-12-2016;19:00:00;Solicitei uma devolução. Em quanto tempo serei reembolsado?;TROCA FÁCIL;DTe-Service
1;11-12-2016;19:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;11-12-2016;21:00:00;Como acompanhar meu pedido?;MEUS PEDIDOS;DTe-Service
1;12-12-2016;00:00:00;Qual é o prazo de entrega?;ENTREGA;DTe-Service
1;12-12-2016;00:00:00;Como devo preparar o produto para devolução?;TROCA FÁCIL;DTe-Service
1;12-12-2016;00:00:00;Solicitei uma troca. Em quanto tempo receberei meu produto?;TROCA FÁCIL;DTe-Service
2;12-12-2016;00:00:00;Qual o prazo para que eu solicite a troca/devolução?;TROCA FÁCIL;DTe-Service
1;12-12-2016;00:00:00;Solicitei uma devolução. Em quanto tempo serei reembolsado?;TROCA FÁCIL;DTe-Service
1;12-12-2016;00:00:00;Qual é a política de entrega?;ENTREGA;DTe-Service
1;12-12-2016;00:00:00;Tenho um zíper com defeito de fabricação. Como é feita a troca?;TROCA FÁCIL;DTe-Service
3;12-12-2016;07:00:00;Qual o prazo para que eu solicite a troca/devolução?;TROCA FÁCIL;DTe-Service
1;12-12-2016;07:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;12-12-2016;10:00:00;Qual o valor do frete?;ENTREGA;DTe-Service
3;12-12-2016;12:00:00;Como devo preparar o produto para devolução?;TROCA FÁCIL;DTe-Service
1;12-12-2016;12:00:00;Solicitei uma troca. Em quanto tempo receberei meu produto?;TROCA FÁCIL;DTe-Service
1;12-12-2016;12:00:00;Qual o prazo para que eu solicite a troca/devolução?;TROCA FÁCIL;DTe-Service
2;12-12-2016;12:00:00;Solicitei uma devolução. Em quanto tempo serei reembolsado?;TROCA FÁCIL;DTe-Service
1;12-12-2016;12:00:00;Posso trocar meu brinde?;TROCA FÁCIL;DTe-Service
1;12-12-2016;17:00:00;Qual é o prazo de entrega?;ENTREGA;DTe-Service
1;12-12-2016;17:00:00;Qual é a política de entrega?;ENTREGA;DTe-Service
1;12-12-2016;17:00:00;É possível comprar e pedir para entregar no exterior?;ENTREGA;DTe-Service
1;12-12-2016;17:00:00;Como acompanhar meu pedido?;MEUS PEDIDOS;DTe-Service
1;12-12-2016;17:00:00;Posso agendar a entrega?;ENTREGA;DTe-Service
2;12-12-2016;20:00:00;Qual é o prazo de entrega?;ENTREGA;DTe-Service
1;12-12-2016;20:00:00;Qual o valor do frete?;ENTREGA;DTe-Service
1;12-12-2016;20:00:00;Posso agendar a entrega?;ENTREGA;DTe-Service
1;12-12-2016;21:00:00;Solicitei uma troca. Em quanto tempo receberei meu produto?;TROCA FÁCIL;DTe-Service
1;12-12-2016;21:00:00;Qual o prazo para que eu solicite a troca/devolução?;TROCA FÁCIL;DTe-Service
1;12-12-2016;21:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;13-12-2016;00:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;13-12-2016;00:00:00;Tenho um zíper com defeito de fabricação. Como é feita a troca?;TROCA FÁCIL;DTe-Service
3;13-12-2016;03:00:00;Como acompanhar meu pedido?;MEUS PEDIDOS;DTe-Service
1;13-12-2016;07:00:00;Como acompanhar meu pedido?;MEUS PEDIDOS;DTe-Service
1;13-12-2016;10:00:00;Qual é o prazo de entrega?;ENTREGA;DTe-Service
1;13-12-2016;10:00:00;Quais são as formas de pagamento?;PAGAMENTO;DTe-Service
1;13-12-2016;11:00:00;Como funciona o zíper?;PRODUTOS;DTe-Service
1;13-12-2016;12:00:00;Como utilizar o voucher?;PAGAMENTO;DTe-Service
1;13-12-2016;12:00:00;Qual é o prazo de entrega?;ENTREGA;DTe-Service
2;13-12-2016;12:00:00;Quais são as formas de pagamento?;PAGAMENTO;DTe-Service
1;13-12-2016;13:00:00;Como utilizar o voucher?;PAGAMENTO;DTe-Service
1;13-12-2016;13:00:00;Qual é o prazo de entrega?;ENTREGA;DTe-Service
1;13-12-2016;13:00:00;Os dados informados a FIEVER são compartilhados com outras empresas?;CADASTRO;DTe-Service
1;13-12-2016;13:00:00;Como faço para me cadastrar no site?;CADASTRO;DTe-Service
1;13-12-2016;13:00:00;Como saber das promoções e descontos?;CADASTRO;DTe-Service
2;13-12-2016;13:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;13-12-2016;13:00:00;Como faço para alterar o endereço de entrega?;CADASTRO;DTe-Service
1;13-12-2016;13:00:00;Quais são as formas de pagamento?;PAGAMENTO;DTe-Service
1;13-12-2016;13:00:00;É seguro comprar na loja online da FIEVER?;CADASTRO;DTe-Service
3;13-12-2016;15:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;13-12-2016;16:00:00;Qual é o prazo de entrega?;ENTREGA;DTe-Service
1;13-12-2016;16:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;13-12-2016;17:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;13-12-2016;21:00:00;Qual o valor do frete?;ENTREGA;DTe-Service
1;13-12-2016;21:00:00;Posso agendar a entrega?;ENTREGA;DTe-Service
1;13-12-2016;23:00:00;Qual o valor do frete?;ENTREGA;DTe-Service
1;13-12-2016;23:00:00;Posso agendar a entrega?;ENTREGA;DTe-Service
4;14-12-2016;00:00:00;Qual é o prazo de entrega?;ENTREGA;DTe-Service
1;14-12-2016;00:00:00;Quais são as formas de pagamento?;PAGAMENTO;DTe-Service
1;14-12-2016;02:00:00;Posso trocar meu brinde?;TROCA FÁCIL;DTe-Service
1;14-12-2016;02:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;14-12-2016;08:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;14-12-2016;09:00:00;O que fazer se o produto adquirido apresentar algum defeito de fabricação?;TROCA FÁCIL;DTe-Service
6;14-12-2016;10:00:00;Qual é o prazo de entrega?;ENTREGA;DTe-Service
2;14-12-2016;11:00:00;Como utilizar o voucher?;PAGAMENTO;DTe-Service
1;14-12-2016;12:00:00;Qual é o prazo de entrega?;ENTREGA;DTe-Service
1;14-12-2016;12:00:00;Como funciona o zíper?;PRODUTOS;DTe-Service
1;14-12-2016;12:00:00;Como acompanhar meu pedido?;MEUS PEDIDOS;DTe-Service
1;14-12-2016;12:00:00;Qual o valor do frete?;ENTREGA;DTe-Service
1;14-12-2016;13:00:00;Como devo preparar o produto para devolução?;TROCA FÁCIL;DTe-Service
1;14-12-2016;13:00:00;Qual o prazo para que eu solicite a troca/devolução?;TROCA FÁCIL;DTe-Service
5;14-12-2016;13:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;14-12-2016;15:00:00;Como utilizar o voucher?;PAGAMENTO;DTe-Service
1;14-12-2016;16:00:00;Qual é o prazo de entrega?;ENTREGA;DTe-Service
1;14-12-2016;16:00:00;Qual é a política de entrega?;ENTREGA;DTe-Service
1;14-12-2016;17:00:00;Como utilizar o voucher?;PAGAMENTO;DTe-Service
1;14-12-2016;17:00:00;É possível comprar e pedir para entregar no exterior?;ENTREGA;DTe-Service
1;14-12-2016;17:00:00;Quais são as formas de pagamento?;PAGAMENTO;DTe-Service
1;14-12-2016;19:00:00;O que fazer se o produto adquirido apresentar algum defeito de fabricação?;TROCA FÁCIL;DTe-Service
1;14-12-2016;19:00:00;Qual o prazo para que eu solicite a troca/devolução?;TROCA FÁCIL;DTe-Service
1;14-12-2016;19:00:00;Posso trocar meu brinde?;TROCA FÁCIL;DTe-Service
1;14-12-2016;21:00:00;Quais são as formas de pagamento?;PAGAMENTO;DTe-Service
1;14-12-2016;22:00:00;Qual é o prazo de entrega?;ENTREGA;DTe-Service
1;14-12-2016;22:00:00;É possível comprar e pedir para entregar no exterior?;ENTREGA;DTe-Service
2;14-12-2016;22:00:00;Como acompanhar meu pedido?;MEUS PEDIDOS;DTe-Service
1;14-12-2016;22:00:00;Qual o valor do frete?;ENTREGA;DTe-Service
1;14-12-2016;22:00:00;Posso agendar a entrega?;ENTREGA;DTe-Service
1;14-12-2016;23:00:00;Qual é o prazo de entrega?;ENTREGA;DTe-Service
1;14-12-2016;23:00:00;Qual é a política de entrega?;ENTREGA;DTe-Service
1;14-12-2016;23:00:00;Qual o valor do frete?;ENTREGA;DTe-Service
1;15-12-2016;00:00:00;Como devo preparar o produto para devolução?;TROCA FÁCIL;DTe-Service
1;15-12-2016;00:00:00;Solicitei uma troca. Em quanto tempo receberei meu produto?;TROCA FÁCIL;DTe-Service
1;15-12-2016;00:00:00;Qual o prazo para que eu solicite a troca/devolução?;TROCA FÁCIL;DTe-Service
2;15-12-2016;00:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;15-12-2016;03:00:00;Quais são as formas de pagamento?;PAGAMENTO;DTe-Service
1;15-12-2016;09:00:00;Qual o prazo para que eu solicite a troca/devolução?;TROCA FÁCIL;DTe-Service
1;15-12-2016;09:00:00;Solicitei uma devolução. Em quanto tempo serei reembolsado?;TROCA FÁCIL;DTe-Service
1;15-12-2016;09:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;15-12-2016;11:00:00;Qual é o prazo de entrega?;ENTREGA;DTe-Service
1;15-12-2016;11:00:00;Solicitei uma troca. Em quanto tempo receberei meu produto?;TROCA FÁCIL;DTe-Service
1;15-12-2016;11:00:00;Como faço para me cadastrar no site?;CADASTRO;DTe-Service
1;15-12-2016;11:00:00;Qual o valor do frete?;ENTREGA;DTe-Service
1;15-12-2016;13:00:00;Qual é o prazo de entrega?;ENTREGA;DTe-Service
1;15-12-2016;14:00:00;Qual é o prazo de entrega?;ENTREGA;DTe-Service
1;15-12-2016;14:00:00;Solicitei uma troca. Em quanto tempo receberei meu produto?;TROCA FÁCIL;DTe-Service
3;15-12-2016;14:00:00;Qual o prazo para que eu solicite a troca/devolução?;TROCA FÁCIL;DTe-Service
2;15-12-2016;14:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
2;15-12-2016;14:00:00;Como acompanhar meu pedido?;MEUS PEDIDOS;DTe-Service
1;15-12-2016;14:00:00;Quais são as formas de pagamento?;PAGAMENTO;DTe-Service
1;15-12-2016;15:00:00;Como cancelar meu pedido?;MEUS PEDIDOS;DTe-Service
2;15-12-2016;15:00:00;Como acompanhar meu pedido?;MEUS PEDIDOS;DTe-Service
1;15-12-2016;16:00:00;O que fazer se o produto adquirido apresentar algum defeito de fabricação?;TROCA FÁCIL;DTe-Service
2;15-12-2016;16:00:00;Esqueci minha senha, e agora?;CADASTRO;DTe-Service
1;15-12-2016;17:00:00;Os dados informados a FIEVER são compartilhados com outras empresas?;CADASTRO;DTe-Service
2;15-12-2016;17:00:00;Como funciona o zíper?;PRODUTOS;DTe-Service
1;15-12-2016;17:00:00;Como acompanhar meu pedido?;MEUS PEDIDOS;DTe-Service
1;15-12-2016;18:00:00;Solicitei uma troca. Em quanto tempo receberei meu produto?;TROCA FÁCIL;DTe-Service
1;15-12-2016;18:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;15-12-2016;19:00:00;Como acompanhar meu pedido?;MEUS PEDIDOS;DTe-Service
1;15-12-2016;22:00:00;Qual é o prazo de entrega?;ENTREGA;DTe-Service
1;15-12-2016;23:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;16-12-2016;07:00:00;Qual o prazo para que eu solicite a troca/devolução?;TROCA FÁCIL;DTe-Service
2;16-12-2016;07:00:00;Posso trocar meu brinde?;TROCA FÁCIL;DTe-Service
2;16-12-2016;07:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;16-12-2016;08:00:00;Qual é o prazo de entrega?;ENTREGA;DTe-Service
1;16-12-2016;08:00:00;Solicitei uma troca. Em quanto tempo receberei meu produto?;TROCA FÁCIL;DTe-Service
1;16-12-2016;08:00:00;Qual o prazo para que eu solicite a troca/devolução?;TROCA FÁCIL;DTe-Service
1;16-12-2016;09:00:00;Como devo preparar o produto para devolução?;TROCA FÁCIL;DTe-Service
1;16-12-2016;09:00:00;Solicitei uma troca. Em quanto tempo receberei meu produto?;TROCA FÁCIL;DTe-Service
3;16-12-2016;09:00:00;Qual o prazo para que eu solicite a troca/devolução?;TROCA FÁCIL;DTe-Service
4;16-12-2016;09:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;16-12-2016;10:00:00;Como utilizar o voucher?;PAGAMENTO;DTe-Service
1;16-12-2016;10:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;16-12-2016;12:00:00;Como acompanhar meu pedido?;MEUS PEDIDOS;DTe-Service
1;16-12-2016;13:00:00;Qual é o prazo de entrega?;ENTREGA;DTe-Service
1;16-12-2016;14:00:00;Como faço para alterar o endereço de entrega?;ENTREGA;DTe-Service
1;16-12-2016;14:00:00;O que fazer se o produto adquirido apresentar algum defeito de fabricação?;TROCA FÁCIL;DTe-Service
1;16-12-2016;14:00:00;Qual é o prazo de entrega?;ENTREGA;DTe-Service
1;16-12-2016;14:00:00;Solicitei uma troca. Em quanto tempo receberei meu produto?;TROCA FÁCIL;DTe-Service
1;16-12-2016;14:00:00;Qual o prazo para que eu solicite a troca/devolução?;TROCA FÁCIL;DTe-Service
1;16-12-2016;14:00:00;É possível comprar e pedir para entregar no exterior?;ENTREGA;DTe-Service
2;16-12-2016;14:00:00;Qual o valor do frete?;ENTREGA;DTe-Service
1;16-12-2016;14:00:00;Posso agendar a entrega?;ENTREGA;DTe-Service
2;16-12-2016;15:00:00;Solicitei uma devolução. Em quanto tempo serei reembolsado?;TROCA FÁCIL;DTe-Service
2;16-12-2016;15:00:00;Posso trocar meu brinde?;TROCA FÁCIL;DTe-Service
1;16-12-2016;15:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
2;16-12-2016;18:00:00;Qual o valor do frete?;ENTREGA;DTe-Service
1;16-12-2016;19:00:00;Como faço para alterar o endereço de entrega?;ENTREGA;DTe-Service
1;16-12-2016;19:00:00;Como cancelar meu pedido?;MEUS PEDIDOS;DTe-Service
1;16-12-2016;19:00:00;Qual é a política de entrega?;ENTREGA;DTe-Service
1;16-12-2016;19:00:00;Posso agendar a entrega?;ENTREGA;DTe-Service
4;17-12-2016;01:00:00;Como devo preparar o produto para devolução?;TROCA FÁCIL;DTe-Service
2;17-12-2016;01:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;17-12-2016;10:00:00;Solicitei uma troca. Em quanto tempo receberei meu produto?;TROCA FÁCIL;DTe-Service
1;17-12-2016;10:00:00;Qual o prazo para que eu solicite a troca/devolução?;TROCA FÁCIL;DTe-Service
1;17-12-2016;10:00:00;Posso trocar meu brinde?;TROCA FÁCIL;DTe-Service
1;17-12-2016;10:00:00;Como acompanhar meu pedido?;MEUS PEDIDOS;DTe-Service
2;17-12-2016;11:00:00;Como devo preparar o produto para devolução?;TROCA FÁCIL;DTe-Service
1;17-12-2016;11:00:00;Solicitei uma troca. Em quanto tempo receberei meu produto?;TROCA FÁCIL;DTe-Service
2;17-12-2016;11:00:00;Qual o prazo para que eu solicite a troca/devolução?;TROCA FÁCIL;DTe-Service
3;17-12-2016;11:00:00;Solicitei uma devolução. Em quanto tempo serei reembolsado?;TROCA FÁCIL;DTe-Service
1;17-12-2016;11:00:00;Posso trocar meu brinde?;TROCA FÁCIL;DTe-Service
2;17-12-2016;11:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;17-12-2016;13:00:00;O que fazer se o produto adquirido apresentar algum defeito de fabricação?;TROCA FÁCIL;DTe-Service
1;17-12-2016;14:00:00;Como faço para alterar o endereço de entrega?;ENTREGA;DTe-Service
1;17-12-2016;14:00:00;Qual o prazo para que eu solicite a troca/devolução?;TROCA FÁCIL;DTe-Service
1;17-12-2016;14:00:00;Solicitei uma devolução. Em quanto tempo serei reembolsado?;TROCA FÁCIL;DTe-Service
1;17-12-2016;14:00:00;Qual é a política de entrega?;ENTREGA;DTe-Service
1;17-12-2016;14:00:00;Posso trocar meu brinde?;TROCA FÁCIL;DTe-Service
1;17-12-2016;14:00:00;Qual o valor do frete?;ENTREGA;DTe-Service
1;17-12-2016;14:00:00;Posso agendar a entrega?;ENTREGA;DTe-Service
1;17-12-2016;15:00:00;Como devo preparar o produto para devolução?;TROCA FÁCIL;DTe-Service
1;17-12-2016;15:00:00;Solicitei uma troca. Em quanto tempo receberei meu produto?;TROCA FÁCIL;DTe-Service
1;17-12-2016;15:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;17-12-2016;15:00:00;Tenho um zíper com defeito de fabricação. Como é feita a troca?;TROCA FÁCIL;DTe-Service
1;17-12-2016;17:00:00;Qual é o prazo de entrega?;ENTREGA;DTe-Service
1;17-12-2016;17:00:00;Qual o prazo para que eu solicite a troca/devolução?;TROCA FÁCIL;DTe-Service
5;17-12-2016;17:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;17-12-2016;17:00:00;Como acompanhar meu pedido?;MEUS PEDIDOS;DTe-Service
1;17-12-2016;17:00:00;Qual o valor do frete?;ENTREGA;DTe-Service
