Quantidade;Data;Hora;Pergunta;Categoria;Departamento
1;17-12-2016;18:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;18-12-2016;08:00:00;Solicitei uma troca. Em quanto tempo receberei meu produto?;TROCA FÁCIL;DTe-Service
1;18-12-2016;08:00:00;Qual o prazo para que eu solicite a troca/devolução?;TROCA FÁCIL;DTe-Service
1;18-12-2016;08:00:00;Como acompanhar meu pedido?;MEUS PEDIDOS;DTe-Service
1;18-12-2016;13:00:00;Como devo preparar o produto para devolução?;TROCA FÁCIL;DTe-Service
1;18-12-2016;13:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
2;18-12-2016;14:00:00;Qual é o prazo de entrega?;ENTREGA;DTe-Service
1;18-12-2016;14:00:00;É possível comprar e pedir para entregar no exterior?;ENTREGA;DTe-Service
1;18-12-2016;14:00:00;Como funciona o zíper?;PRODUTOS;DTe-Service
1;18-12-2016;14:00:00;Qual o valor do frete?;ENTREGA;DTe-Service
1;18-12-2016;14:00:00;Posso agendar a entrega?;ENTREGA;DTe-Service
2;18-12-2016;14:00:00;Quais são as formas de pagamento?;PAGAMENTO;DTe-Service
1;18-12-2016;18:00:00;Solicitei uma troca. Em quanto tempo receberei meu produto?;TROCA FÁCIL;DTe-Service
1;18-12-2016;18:00:00;Como acompanhar meu pedido?;MEUS PEDIDOS;DTe-Service
1;18-12-2016;19:00:00;O que fazer se o produto adquirido apresentar algum defeito de fabricação?;TROCA FÁCIL;DTe-Service
2;18-12-2016;20:00:00;Como devo preparar o produto para devolução?;TROCA FÁCIL;DTe-Service
1;18-12-2016;20:00:00;Solicitei uma troca. Em quanto tempo receberei meu produto?;TROCA FÁCIL;DTe-Service
1;18-12-2016;20:00:00;Qual o prazo para que eu solicite a troca/devolução?;TROCA FÁCIL;DTe-Service
1;18-12-2016;20:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
2;19-12-2016;09:00:00;Os dados informados a FIEVER são compartilhados com outras empresas?;CADASTRO;DTe-Service
4;19-12-2016;09:00:00;Como saber das promoções e descontos?;CADASTRO;DTe-Service
3;19-12-2016;09:00:00;Como faço para alterar o endereço de entrega?;CADASTRO;DTe-Service
1;19-12-2016;10:00:00;Qual é o prazo de entrega?;ENTREGA;DTe-Service
3;19-12-2016;10:00:00;Como saber das promoções e descontos?;CADASTRO;DTe-Service
1;19-12-2016;11:00:00;Como faço para alterar o endereço de entrega?;ENTREGA;DTe-Service
1;19-12-2016;11:00:00;Como utilizar o voucher?;PAGAMENTO;DTe-Service
1;19-12-2016;11:00:00;O que fazer se o produto adquirido apresentar algum defeito de fabricação?;TROCA FÁCIL;DTe-Service
1;19-12-2016;11:00:00;Como devo preparar o produto para devolução?;TROCA FÁCIL;DTe-Service
1;19-12-2016;11:00:00;Solicitei uma troca. Em quanto tempo receberei meu produto?;TROCA FÁCIL;DTe-Service
1;19-12-2016;11:00:00;Qual o prazo para que eu solicite a troca/devolução?;TROCA FÁCIL;DTe-Service
1;19-12-2016;11:00:00;Solicitei uma devolução. Em quanto tempo serei reembolsado?;TROCA FÁCIL;DTe-Service
1;19-12-2016;11:00:00;É possível comprar e pedir para entregar no exterior?;ENTREGA;DTe-Service
1;19-12-2016;11:00:00;Como funciona o zíper?;PRODUTOS;DTe-Service
1;19-12-2016;11:00:00;Tenho um zíper com defeito de fabricação. Como é feita a troca?;TROCA FÁCIL;DTe-Service
1;19-12-2016;11:00:00;Como faço para alterar o endereço de entrega?;CADASTRO;DTe-Service
1;19-12-2016;11:00:00;Qual o valor do frete?;ENTREGA;DTe-Service
1;19-12-2016;11:00:00;Como saber se um produto está indisponível? É possível comprá-lo mesmo indisponível?;PRODUTOS;DTe-Service
1;19-12-2016;11:00:00;Posso agendar a entrega?;ENTREGA;DTe-Service
1;19-12-2016;12:00:00;Qual é o prazo de entrega?;ENTREGA;DTe-Service
2;19-12-2016;12:00:00;Como acompanhar meu pedido?;MEUS PEDIDOS;DTe-Service
1;19-12-2016;15:00:00;Como utilizar o voucher?;PAGAMENTO;DTe-Service
1;19-12-2016;15:00:00;Qual é o prazo de entrega?;ENTREGA;DTe-Service
1;19-12-2016;15:00:00;É possível comprar e pedir para entregar no exterior?;ENTREGA;DTe-Service
1;19-12-2016;15:00:00;Qual o valor do frete?;ENTREGA;DTe-Service
1;19-12-2016;15:00:00;Posso agendar a entrega?;ENTREGA;DTe-Service
1;19-12-2016;15:00:00;Quais são as formas de pagamento?;PAGAMENTO;DTe-Service
1;19-12-2016;17:00:00;Qual o valor do frete?;ENTREGA;DTe-Service
1;19-12-2016;17:00:00;Posso agendar a entrega?;ENTREGA;DTe-Service
1;19-12-2016;18:00:00;Quais são as formas de pagamento?;PAGAMENTO;DTe-Service
1;19-12-2016;19:00:00;Qual o prazo para que eu solicite a troca/devolução?;TROCA FÁCIL;DTe-Service
1;19-12-2016;19:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;19-12-2016;21:00:00;Qual é o prazo de entrega?;ENTREGA;DTe-Service
1;20-12-2016;09:00:00;Como devo preparar o produto para devolução?;TROCA FÁCIL;DTe-Service
1;20-12-2016;09:00:00;Qual o prazo para que eu solicite a troca/devolução?;TROCA FÁCIL;DTe-Service
5;20-12-2016;09:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;20-12-2016;11:00:00;Qual é o prazo de entrega?;ENTREGA;DTe-Service
1;20-12-2016;11:00:00;Qual é a política de entrega?;ENTREGA;DTe-Service
1;20-12-2016;11:00:00;Posso agendar a entrega?;ENTREGA;DTe-Service
1;20-12-2016;12:00:00;Como utilizar o voucher?;PAGAMENTO;DTe-Service
1;20-12-2016;13:00:00;Como faço para alterar o endereço de entrega?;ENTREGA;DTe-Service
1;20-12-2016;19:00:00;Quais são as formas de pagamento?;PAGAMENTO;DTe-Service
1;20-12-2016;22:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;21-12-2016;10:00:00;Qual é o prazo de entrega?;ENTREGA;DTe-Service
1;21-12-2016;11:00:00;Qual é o prazo de entrega?;ENTREGA;DTe-Service
1;21-12-2016;11:00:00;Posso agendar a entrega?;ENTREGA;DTe-Service
2;21-12-2016;13:00:00;O que fazer se o produto adquirido apresentar algum defeito de fabricação?;TROCA FÁCIL;DTe-Service
1;21-12-2016;13:00:00;Como devo preparar o produto para devolução?;TROCA FÁCIL;DTe-Service
3;21-12-2016;13:00:00;Qual o prazo para que eu solicite a troca/devolução?;TROCA FÁCIL;DTe-Service
2;21-12-2016;13:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
3;21-12-2016;14:00:00;Como utilizar o voucher?;PAGAMENTO;DTe-Service
1;21-12-2016;14:00:00;Como saber das promoções e descontos?;CADASTRO;DTe-Service
1;21-12-2016;14:00:00;Como acompanhar meu pedido?;MEUS PEDIDOS;DTe-Service
1;21-12-2016;18:00:00;Qual é o prazo de entrega?;ENTREGA;DTe-Service
1;21-12-2016;18:00:00;Como devo preparar o produto para devolução?;TROCA FÁCIL;DTe-Service
1;21-12-2016;18:00:00;Solicitei uma troca. Em quanto tempo receberei meu produto?;TROCA FÁCIL;DTe-Service
2;21-12-2016;18:00:00;Qual o prazo para que eu solicite a troca/devolução?;TROCA FÁCIL;DTe-Service
1;21-12-2016;18:00:00;Solicitei uma devolução. Em quanto tempo serei reembolsado?;TROCA FÁCIL;DTe-Service
2;21-12-2016;18:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;21-12-2016;21:00:00;Qual o prazo para que eu solicite a troca/devolução?;TROCA FÁCIL;DTe-Service
1;21-12-2016;21:00:00;Solicitei uma devolução. Em quanto tempo serei reembolsado?;TROCA FÁCIL;DTe-Service
1;21-12-2016;21:00:00;Posso trocar meu brinde?;TROCA FÁCIL;DTe-Service
2;21-12-2016;21:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;21-12-2016;21:00:00;Quais são as formas de pagamento?;PAGAMENTO;DTe-Service
1;21-12-2016;22:00:00;Quais são as formas de pagamento?;PAGAMENTO;DTe-Service
1;22-12-2016;10:00:00;Como utilizar o voucher?;PAGAMENTO;DTe-Service
3;22-12-2016;10:00:00;Quais são as formas de pagamento?;PAGAMENTO;DTe-Service
1;22-12-2016;12:00:00;O que fazer se o produto adquirido apresentar algum defeito de fabricação?;TROCA FÁCIL;DTe-Service
1;22-12-2016;12:00:00;Como devo preparar o produto para devolução?;TROCA FÁCIL;DTe-Service
1;22-12-2016;12:00:00;Solicitei uma troca. Em quanto tempo receberei meu produto?;TROCA FÁCIL;DTe-Service
1;22-12-2016;12:00:00;Qual o prazo para que eu solicite a troca/devolução?;TROCA FÁCIL;DTe-Service
1;22-12-2016;12:00:00;Solicitei uma devolução. Em quanto tempo serei reembolsado?;TROCA FÁCIL;DTe-Service
2;22-12-2016;12:00:00;Posso trocar meu brinde?;TROCA FÁCIL;DTe-Service
2;22-12-2016;12:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;22-12-2016;12:00:00;Tenho um zíper com defeito de fabricação. Como é feita a troca?;TROCA FÁCIL;DTe-Service
1;22-12-2016;12:00:00;Como saber se um produto está indisponível? É possível comprá-lo mesmo indisponível?;PRODUTOS;DTe-Service
1;22-12-2016;13:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;22-12-2016;14:00:00;Solicitei uma troca. Em quanto tempo receberei meu produto?;TROCA FÁCIL;DTe-Service
1;22-12-2016;14:00:00;Qual o prazo para que eu solicite a troca/devolução?;TROCA FÁCIL;DTe-Service
1;22-12-2016;14:00:00;Solicitei uma devolução. Em quanto tempo serei reembolsado?;TROCA FÁCIL;DTe-Service
1;22-12-2016;14:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;22-12-2016;17:00:00;Qual é a política de entrega?;ENTREGA;DTe-Service
1;22-12-2016;19:00:00;Qual é o prazo de entrega?;ENTREGA;DTe-Service
2;22-12-2016;22:00:00;O que fazer se o produto adquirido apresentar algum defeito de fabricação?;TROCA FÁCIL;DTe-Service
1;22-12-2016;22:00:00;Solicitei uma devolução. Em quanto tempo serei reembolsado?;TROCA FÁCIL;DTe-Service
2;22-12-2016;22:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;23-12-2016;04:00:00;Como utilizar o voucher?;PAGAMENTO;DTe-Service
1;23-12-2016;04:00:00;Quais são as formas de pagamento?;PAGAMENTO;DTe-Service
1;23-12-2016;10:00:00;Como devo preparar o produto para devolução?;TROCA FÁCIL;DTe-Service
4;23-12-2016;10:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;23-12-2016;11:00:00;Como cancelar meu pedido?;MEUS PEDIDOS;DTe-Service
1;23-12-2016;11:00:00;Solicitei uma troca. Em quanto tempo receberei meu produto?;TROCA FÁCIL;DTe-Service
2;23-12-2016;11:00:00;Qual o prazo para que eu solicite a troca/devolução?;TROCA FÁCIL;DTe-Service
1;23-12-2016;11:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;23-12-2016;12:00:00;Esqueci minha senha, e agora?;CADASTRO;DTe-Service
2;23-12-2016;13:00:00;Como acompanhar meu pedido?;MEUS PEDIDOS;DTe-Service
1;23-12-2016;13:00:00;Quais são as formas de pagamento?;PAGAMENTO;DTe-Service
1;23-12-2016;14:00:00;Solicitei uma troca. Em quanto tempo receberei meu produto?;TROCA FÁCIL;DTe-Service
1;23-12-2016;14:00:00;Qual o prazo para que eu solicite a troca/devolução?;TROCA FÁCIL;DTe-Service
1;23-12-2016;14:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;23-12-2016;16:00:00;Solicitei uma troca. Em quanto tempo receberei meu produto?;TROCA FÁCIL;DTe-Service
1;23-12-2016;17:00:00;Como acompanhar meu pedido?;MEUS PEDIDOS;DTe-Service
3;23-12-2016;18:00:00;Esqueci minha senha, e agora?;CADASTRO;DTe-Service
1;24-12-2016;09:00:00;Como funciona o zíper?;PRODUTOS;DTe-Service
1;24-12-2016;11:00:00;Como acompanhar meu pedido?;MEUS PEDIDOS;DTe-Service
1;24-12-2016;14:00:00;Qual o valor do frete?;ENTREGA;DTe-Service
1;24-12-2016;15:00:00;Qual é o prazo de entrega?;ENTREGA;DTe-Service
1;24-12-2016;15:00:00;Como devo preparar o produto para devolução?;TROCA FÁCIL;DTe-Service
1;24-12-2016;15:00:00;Qual o prazo para que eu solicite a troca/devolução?;TROCA FÁCIL;DTe-Service
1;24-12-2016;15:00:00;Solicitei uma devolução. Em quanto tempo serei reembolsado?;TROCA FÁCIL;DTe-Service
1;24-12-2016;15:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;24-12-2016;22:00:00;Qual é o prazo de entrega?;ENTREGA;DTe-Service
1;24-12-2016;22:00:00;Como acompanhar meu pedido?;MEUS PEDIDOS;DTe-Service
1;24-12-2016;22:00:00;Quais são as formas de pagamento?;PAGAMENTO;DTe-Service
2;25-12-2016;19:00:00;Como saber das promoções e descontos?;CADASTRO;DTe-Service
1;25-12-2016;21:00:00;Qual o valor do frete?;ENTREGA;DTe-Service
1;25-12-2016;23:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;26-12-2016;00:00:00;Qual é o prazo de entrega?;ENTREGA;DTe-Service
1;26-12-2016;00:00:00;Como acompanhar meu pedido?;MEUS PEDIDOS;DTe-Service
1;26-12-2016;10:00:00;Qual é o prazo de entrega?;ENTREGA;DTe-Service
1;26-12-2016;11:00:00;Posso trocar meu brinde?;TROCA FÁCIL;DTe-Service
1;26-12-2016;15:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;27-12-2016;02:00:00;Como cancelar meu pedido?;MEUS PEDIDOS;DTe-Service
1;27-12-2016;02:00:00;Quais são as formas de pagamento?;PAGAMENTO;DTe-Service
1;27-12-2016;11:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;27-12-2016;14:00:00;O que fazer se o produto adquirido apresentar algum defeito de fabricação?;TROCA FÁCIL;DTe-Service
1;27-12-2016;14:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;27-12-2016;15:00:00;Qual o prazo para que eu solicite a troca/devolução?;TROCA FÁCIL;DTe-Service
1;27-12-2016;15:00:00;Qual é a política de entrega?;ENTREGA;DTe-Service
1;27-12-2016;15:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
2;27-12-2016;17:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;27-12-2016;18:00:00;Solicitei uma devolução. Em quanto tempo serei reembolsado?;TROCA FÁCIL;DTe-Service
1;27-12-2016;18:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;27-12-2016;19:00:00;Qual é o prazo de entrega?;ENTREGA;DTe-Service
1;27-12-2016;19:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;27-12-2016;19:00:00;Posso agendar a entrega?;ENTREGA;DTe-Service
1;27-12-2016;23:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;28-12-2016;08:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;28-12-2016;09:00:00;O que fazer se o produto adquirido apresentar algum defeito de fabricação?;TROCA FÁCIL;DTe-Service
1;28-12-2016;09:00:00;Como devo preparar o produto para devolução?;TROCA FÁCIL;DTe-Service
1;28-12-2016;09:00:00;Solicitei uma troca. Em quanto tempo receberei meu produto?;TROCA FÁCIL;DTe-Service
2;28-12-2016;09:00:00;Qual o prazo para que eu solicite a troca/devolução?;TROCA FÁCIL;DTe-Service
1;28-12-2016;09:00:00;Solicitei uma devolução. Em quanto tempo serei reembolsado?;TROCA FÁCIL;DTe-Service
1;28-12-2016;09:00:00;Posso trocar meu brinde?;TROCA FÁCIL;DTe-Service
1;28-12-2016;09:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
3;28-12-2016;09:00:00;Tenho um zíper com defeito de fabricação. Como é feita a troca?;TROCA FÁCIL;DTe-Service
1;28-12-2016;11:00:00;Como faço para alterar o endereço de entrega?;ENTREGA;DTe-Service
1;28-12-2016;11:00:00;Qual é o prazo de entrega?;ENTREGA;DTe-Service
1;28-12-2016;11:00:00;Qual é a política de entrega?;ENTREGA;DTe-Service
1;28-12-2016;11:00:00;É possível comprar e pedir para entregar no exterior?;ENTREGA;DTe-Service
1;28-12-2016;11:00:00;Posso agendar a entrega?;ENTREGA;DTe-Service
1;28-12-2016;13:00:00;Solicitei uma troca. Em quanto tempo receberei meu produto?;TROCA FÁCIL;DTe-Service
1;28-12-2016;15:00:00;Qual é o prazo de entrega?;ENTREGA;DTe-Service
1;28-12-2016;15:00:00;Como devo preparar o produto para devolução?;TROCA FÁCIL;DTe-Service
1;28-12-2016;15:00:00;Solicitei uma troca. Em quanto tempo receberei meu produto?;TROCA FÁCIL;DTe-Service
2;28-12-2016;15:00:00;Qual o prazo para que eu solicite a troca/devolução?;TROCA FÁCIL;DTe-Service
3;28-12-2016;15:00:00;Solicitei uma devolução. Em quanto tempo serei reembolsado?;TROCA FÁCIL;DTe-Service
2;28-12-2016;15:00:00;Posso trocar meu brinde?;TROCA FÁCIL;DTe-Service
3;28-12-2016;15:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;28-12-2016;15:00:00;Tenho um zíper com defeito de fabricação. Como é feita a troca?;TROCA FÁCIL;DTe-Service
1;28-12-2016;16:00:00;Quais são as formas de pagamento?;PAGAMENTO;DTe-Service
1;28-12-2016;18:00:00;Solicitei uma troca. Em quanto tempo receberei meu produto?;TROCA FÁCIL;DTe-Service
1;28-12-2016;22:00:00;Como saber se um produto está indisponível? É possível comprá-lo mesmo indisponível?;PRODUTOS;DTe-Service
1;29-12-2016;00:00:00;Como acompanhar meu pedido?;MEUS PEDIDOS;DTe-Service
1;29-12-2016;08:00:00;Qual é o prazo de entrega?;ENTREGA;DTe-Service
1;29-12-2016;08:00:00;Como funciona o zíper?;PRODUTOS;DTe-Service
1;29-12-2016;16:00:00;Qual o prazo para que eu solicite a troca/devolução?;TROCA FÁCIL;DTe-Service
1;29-12-2016;16:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;29-12-2016;17:00:00;Qual o prazo para que eu solicite a troca/devolução?;TROCA FÁCIL;DTe-Service
2;29-12-2016;19:00:00;Qual é o prazo de entrega?;ENTREGA;DTe-Service
2;29-12-2016;19:00:00;Qual o prazo para que eu solicite a troca/devolução?;TROCA FÁCIL;DTe-Service
1;29-12-2016;19:00:00;Solicitei uma devolução. Em quanto tempo serei reembolsado?;TROCA FÁCIL;DTe-Service
1;29-12-2016;19:00:00;Posso trocar meu brinde?;TROCA FÁCIL;DTe-Service
2;29-12-2016;19:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
4;29-12-2016;19:00:00;Quais são as formas de pagamento?;PAGAMENTO;DTe-Service
1;29-12-2016;21:00:00;Como devo preparar o produto para devolução?;TROCA FÁCIL;DTe-Service
1;29-12-2016;21:00:00;Solicitei uma troca. Em quanto tempo receberei meu produto?;TROCA FÁCIL;DTe-Service
1;29-12-2016;21:00:00;Qual o prazo para que eu solicite a troca/devolução?;TROCA FÁCIL;DTe-Service
1;29-12-2016;21:00:00;Solicitei uma devolução. Em quanto tempo serei reembolsado?;TROCA FÁCIL;DTe-Service
1;29-12-2016;21:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;30-12-2016;00:00:00;Qual é o prazo de entrega?;ENTREGA;DTe-Service
1;30-12-2016;09:00:00;O que fazer se o produto adquirido apresentar algum defeito de fabricação?;TROCA FÁCIL;DTe-Service
2;30-12-2016;09:00:00;Como devo preparar o produto para devolução?;TROCA FÁCIL;DTe-Service
2;30-12-2016;09:00:00;Solicitei uma troca. Em quanto tempo receberei meu produto?;TROCA FÁCIL;DTe-Service
2;30-12-2016;09:00:00;Qual o prazo para que eu solicite a troca/devolução?;TROCA FÁCIL;DTe-Service
2;30-12-2016;09:00:00;Solicitei uma devolução. Em quanto tempo serei reembolsado?;TROCA FÁCIL;DTe-Service
2;30-12-2016;09:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;31-12-2016;01:00:00;Como solicito a troca/devolução de um produto adquirido na loja online?;TROCA FÁCIL;DTe-Service
1;31-12-2016;20:00:00;Como utilizar o voucher?;PAGAMENTO;DTe-Service
